Concurso,Data Sorteio,1ª Dezena,2ª Dezena,3ª Dezena,4ª Dezena,5ª Dezena,Arrecadacao_Total,Ganhadores_Quina,Cidade,UF,Rateio_Quina,Ganhadores_Quadra,Rateio_Quadra,Ganhadores_Terno,Rateio_Terno,Ganhadores_Duque,Rateio_Duque,Acumulado,Valor_Acumulado,Estimativa_Premio,Valor_Acumulado_Sorteio_Especial_São_João
4761,27/08/2018,72,20,65,80,26,9.817.89150,0,&nbsp,&nbsp,000,56,10.10797,5213,16328.0,150474,311,SIM,6.734.83723,7.800.00000,20.395.67761
4762,28/08/2018,21,12,72,54,56,10.670.07750,0,&nbsp,&nbsp,000,81,7.59479,7864,11763.0,198860,255,SIM,7.868.06070,9.000.00000,20.881.34482
4763,29/08/2018,1,55,37,70,29,12.024.59100,0,&nbsp,&nbsp,000,89,7.78958,7703,13533.0,206762,277,SIM,9.145.14129,10.500.00000,21.428.66509
4764,30/08/2018,45,80,7,19,74,12.234.14700,1,SUMARÉ,SP,10.444.47792,120,5.87795,10253,10345.0,249556,233,NÃO,000,600.00000,21.985.52366
4765,31/08/2018,76,20,63,9,66,6.158.98200,0,&nbsp,&nbsp,000,38,9.34456,3351,15934.0,99451,295,SIM,654.11924,1.400.00000,22.265.86049
4766,01/09/2018,16,18,43,59,41,6.501.87000,0,&nbsp,&nbsp,000,87,4.30876,4427,12733.0,115655,268,SIM,1.344.65514,2.000.00000,22.561.80446
4767,03/09/2018,15,49,31,19,8,7.813.99650,0,&nbsp,&nbsp,000,131,3.43903,8584,7892.0,178983,208,SIM,2.174.54641,3.000.00000,22.917.47217
4768,04/09/2018,72,2,24,30,12,7.957.17600,0,&nbsp,&nbsp,000,69,6.64880,7291,9462.0,163916,231,SIM,3.019.64417,4.000.00000,23.279.65694
4769,05/09/2018,37,75,76,17,25,9.017.93250,0,&nbsp,&nbsp,000,62,8.38589,6058,12905.0,166083,258,SIM,3.977.40035,5.000.00000,23.690.12390
4770,06/09/2018,13,53,38,44,64,9.155.05200,0,&nbsp,&nbsp,000,111,4.75523,8384,9467.0,190566,229,SIM,4.949.71942,5.800.00000,24.106.83209
4771,08/09/2018,67,77,62,1,53,7.929.95250,0,&nbsp,&nbsp,000,33,13.85448,4104,16752.0,123994,304,SIM,5.791.92589,6.600.00000,24.467.77773
4772,10/09/2018,8,30,72,3,25,8.750.23050,0,&nbsp,&nbsp,000,118,4.27535,8017,9462.0,180243,231,SIM,6.721.25060,7.700.00000,24.866.05975
4773,11/09/2018,50,62,70,76,51,10.478.99400,0,&nbsp,&nbsp,000,72,8.39114,5103,17803.0,140837,354,SIM,7.834.17991,9.000.00000,25.343.02948
4774,12/09/2018,9,18,78,43,5,11.753.17950,0,&nbsp,&nbsp,000,162,4.18287,13182,7730.0,285392,196,SIM,9.082.43504,10.300.00000,25.877.99598
4775,13/09/2018,54,38,55,49,78,12.869.77200,0,&nbsp,&nbsp,000,83,8.93977,8312,13423.0,222676,275,SIM,10.449.27870,11.800.00000,26.463.78614
4776,14/09/2018,37,8,61,23,60,14.653.71900,0,&nbsp,&nbsp,000,135,6.25817,10120,12553.0,256550,272,SIM,12.005.58777,13.500.00000,27.130.77575
4777,15/09/2018,76,3,2,33,49,14.465.34600,1,SÃO PAULO,SP,13.541.89056,160,5.21246,12343,10160.0,304996,226,NÃO,000,600.00000,27.789.19125
4778,17/09/2018,17,28,68,27,35,6.051.44250,0,&nbsp,&nbsp,000,55,6.34351,4999,10495.0,123221,234,SIM,642.69793,1.300.00000,28.064.63322
4779,18/09/2018,16,62,28,41,6,6.663.69300,1,RIO BRANCO,AC,1.350.42037,61,6.29823,4225,13674.0,113096,280,NÃO,000,600.00000,28.367.94285
4780,19/09/2018,56,12,5,61,26,6.095.69550,1,SÃO PAULO,SP,647.39785,116,3.02970,6426,8224.0,133906,217,NÃO,000,600.00000,28.645.39909
4781,20/09/2018,75,60,52,76,36,5.331.47250,0,&nbsp,&nbsp,000,32,9.60574,2981,15505.0,78287,324,SIM,566.23297,1.200.00000,28.888.07038
4782,21/09/2018,80,3,55,40,75,6.894.64650,0,&nbsp,&nbsp,000,31,12.82283,4616,12949.0,121051,271,SIM,1.298.48400,2.100.00000,29.201.89227
4783,22/09/2018,59,56,46,20,26,7.151.31750,0,&nbsp,&nbsp,000,45,9.16235,4231,14653.0,117854,289,SIM,2.057.99496,2.900.00000,29.527.39698
4784,24/09/2018,54,62,24,9,63,7.632.27300,0,&nbsp,&nbsp,000,81,5.43254,6477,10216.0,149231,243,SIM,2.868.58615,3.700.00000,29.874.79322
4785,25/09/2018,69,72,45,17,37,8.216.39400,0,&nbsp,&nbsp,000,83,5.70738,6386,11154.0,153511,255,SIM,3.741.21435,4.600.00000,30.248.77674
4786,26/09/2018,9,79,66,57,18,9.197.76300,0,&nbsp,&nbsp,000,81,6.54682,7748,10292.0,188728,232,SIM,4.718.06957,5.700.00000,30.667.42900
4787,27/09/2018,41,72,79,33,42,9.268.87200,0,&nbsp,&nbsp,000,54,9.89616,5281,15216.0,150165,294,SIM,5.702.47697,6.700.00000,31.089.31791
4788,28/09/2018,44,18,23,69,32,10.639.43700,0,&nbsp,&nbsp,000,137,4.47746,8618,10703.0,209719,241,SIM,6.832.44625,8.000.00000,31.573.59047
4789,29/09/2018,59,9,56,66,39,10.864.81950,1,CAMPINAS,SP,7.986.35245,79,7.92919,7114,13240.0,197504,262,NÃO,000,600.00000,32.068.12171
4790,01/10/2018,43,12,35,71,1,6.042.19350,1,CAMPOS DOS GOYTACAZES,RJ,641.71562,41,8.49658,4521,11587.0,118662,242,NÃO,000,600.00000,32.343.14270
4791,02/10/2018,50,61,37,51,66,5.926.82400,0,&nbsp,&nbsp,000,38,8.99232,2857,17985.0,81453,346,SIM,629.46273,1.300.00000,32.612.91246
4792,03/10/2018,8,27,37,34,6,7.037.62650,0,&nbsp,&nbsp,000,110,3.68865,6931,8803.0,156663,214,SIM,1.376.89905,2.000.00000,32.933.24233
4793,04/10/2018,73,70,9,31,21,7.426.65450,1,CARUARU,PE,2.165.65237,60,7.13634,4420,14567.0,121001,292,NÃO,000,600.00000,33.271.27948
4794,05/10/2018,20,17,57,32,50,6.346.20900,0,&nbsp,&nbsp,000,42,8.71162,4191,13128.0,112763,268,SIM,674.00382,1.400.00000,33.560.13828
4795,06/10/2018,77,33,4,63,57,6.907.42500,0,&nbsp,&nbsp,000,93,4.28220,5906,10139.0,139007,236,SIM,1.407.61199,2.200.00000,33.874.54180
4796,08/10/2018,67,30,66,53,76,7.193.62950,0,&nbsp,&nbsp,000,53,7.82539,4228,14751.0,109527,313,SIM,2.171.61673,3.000.00000,34.201.97241
4797,09/10/2018,29,78,57,44,68,7.743.86400,0,&nbsp,&nbsp,000,49,9.11161,5112,13133.0,129488,285,SIM,2.994.05953,3.800.00000,34.554.44791
4798,10/10/2018,69,47,68,29,2,8.401.67100,0,&nbsp,&nbsp,000,63,7.68880,5869,12411.0,146081,274,SIM,3.886.36521,4.900.00000,34.936.86465
4799,11/10/2018,64,74,37,48,10,9.372.84900,0,&nbsp,&nbsp,000,91,5.93832,6778,11988.0,167983,266,SIM,4.881.81557,5.200.00000,35.363.48625
4800,13/10/2018,26,8,72,56,61,8.700.76950,1,UNIÃO DA VITÓRIA,PR,5.805.88722,61,8.22359,5940,12699.0,148551,279,NÃO,000,600.00000,35.759.51697
4801,15/10/2018,62,44,17,26,55,5.515.10550,0,&nbsp,&nbsp,000,86,3.69733,5074,9423.0,110951,237,SIM,585.73585,1.200.00000,36.010.54664
4802,16/10/2018,72,61,75,53,19,6.731.10300,0,&nbsp,&nbsp,000,62,6.25933,4176,13974.0,117887,272,SIM,1.300.61762,2.000.00000,36.316.92456
4803,17/10/2018,72,60,64,56,50,7.421.89950,0,&nbsp,&nbsp,000,53,8.07371,3754,17140.0,105030,336,SIM,2.088.86594,3.000.00000,36.654.74528
4804,18/10/2018,40,35,57,73,60,7.697.44350,1,RIBEIRA DO POMBAL,BA,2.906.37862,62,7.15795,4701,14196.0,120775,303,NÃO,000,600.00000,37.005.10787
4805,19/10/2018,54,15,80,40,13,5.937.46950,0,&nbsp,&nbsp,000,56,6.11289,4432,11614.0,121349,233,SIM,630.59334,1.300.00000,37.275.36218
4806,20/10/2018,78,45,3,2,4,6.806.82600,0,&nbsp,&nbsp,000,96,4.08796,9446,6247.0,153750,211,SIM,1.353.51732,2.200.00000,37.585.18676
4807,22/10/2018,59,16,6,24,56,7.073.73300,1,PRESIDENTE PRUDENTE,SP,2.104.78837,98,4.16156,6510,9420.0,146047,230,NÃO,000,600.00000,37.907.16007
4808,23/10/2018,72,41,66,19,32,5.268.92100,0,&nbsp,&nbsp,000,37,8.21020,2950,15485.0,88013,285,SIM,559.58964,1.200.00000,38.146.98422
4809,24/10/2018,55,57,80,18,6,6.411.18300,1,PONTA GROSSA,PR,1.240.49407,68,5.43579,5072,10958.0,128303,238,NÃO,000,600.00000,38.438.80041
4810,25/10/2018,63,9,51,5,39,5.199.43200,0,&nbsp,&nbsp,000,44,6.81298,4117,10949.0,106561,232,SIM,552.20952,1.200.00000,38.675.46164
4811,26/10/2018,50,51,62,36,3,6.522.39750,0,&nbsp,&nbsp,000,31,12.13051,4032,14024.0,107166,290,SIM,1.244.92557,2.000.00000,38.972.33996
4812,27/10/2018,39,9,1,56,42,7.072.71750,2,GUARAPUAVA,PR,998.04437,115,3.54586,6106,10042.0,142494,236,NÃO,000,600.00000,39.294.26706
4812,27/10/2018,39,9,1,56,42,7.072.71750,2,BARRA BONITA,SP,998.04437,115,3.54586,6106,10042.0,142494,236,NÃO,000,600.00000,39.294.26706
4813,29/10/2018,76,60,40,65,66,5.373.43500,0,&nbsp,&nbsp,000,33,9.38797,2701,17248.0,73069,350,SIM,570.68963,1.200.00000,39.538.84835
4814,30/10/2018,2,31,25,74,3,6.392.76450,0,&nbsp,&nbsp,000,35,10.53063,4983,11122.0,129824,234,SIM,1.249.63791,2.000.00000,39.829.82619
4815,31/10/2018,12,18,37,43,19,7.042.01100,0,&nbsp,&nbsp,000,125,3.24803,8340,7320.0,177326,189,SIM,1.997.53989,3.000.00000,40.150.35563
4816,01/11/2018,20,78,21,47,33,8.450.83200,0,&nbsp,&nbsp,000,56,8.70051,5534,13239.0,146800,274,SIM,2.895.06675,4.000.00000,40.535.01002
4817,03/11/2018,23,13,18,45,11,8.405.04450,1,ITAOCARA,RJ,3.787.73072,211,2.29663,13314,5473.0,238902,167,NÃO,000,600.00000,40.917.58030
4818,05/11/2018,51,4,53,77,26,5.855.36700,0,&nbsp,&nbsp,000,76,4.44195,4526,11216.0,111077,251,SIM,621.87358,1.200.00000,41.184.09756
4819,06/11/2018,9,21,16,55,80,6.850.00950,0,&nbsp,&nbsp,000,127,3.10972,5680,10455.0,137489,237,SIM,1.349.38390,2.000.00000,41.495.88772
4820,07/11/2018,9,44,14,64,30,7.599.76800,0,&nbsp,&nbsp,000,61,7.18297,5336,12347.0,143899,251,SIM,2.156.52288,3.000.00000,41.841.80444
4821,08/11/2018,44,60,59,3,77,8.168.57700,0,&nbsp,&nbsp,000,86,5.47623,6203,11417.0,148524,262,SIM,3.024.07264,4.000.00000,42.213.61149
4822,09/11/2018,72,66,54,52,40,9.047.31900,0,&nbsp,&nbsp,000,69,7.55970,5431,14442.0,146151,295,SIM,3.984.94984,5.000.00000,42.625.41603
4823,10/11/2018,25,39,52,42,32,8.906.47050,0,&nbsp,&nbsp,000,67,7.66416,6345,12169.0,155529,273,SIM,4.930.86813,6.000.00000,43.030.80960
4824,12/11/2018,17,5,27,29,51,9.559.88400,3,BRASÍLIA,DF,1.982.06090,127,4.33993,10495,7897.0,220681,206,NÃO,000,600.00000,43.465.94441
4824,12/11/2018,17,5,27,29,51,9.559.88400,3,PORTO ALEGRE,RS,1.982.06090,127,4.33993,10495,7897.0,220681,206,NÃO,000,600.00000,43.465.94441
4824,12/11/2018,17,5,27,29,51,9.559.88400,3,NAZARÉ PAULISTA,SP,1.982.06090,127,4.33993,10495,7897.0,220681,206,NÃO,000,600.00000,43.465.94441
4825,13/11/2018,42,29,45,59,32,5.669.08050,0,&nbsp,&nbsp,000,56,5.83658,3996,12299.0,98391,274,SIM,602.08888,1.300.00000,43.723.98252
4826,14/11/2018,73,42,38,46,44,6.956.57250,2,CAMPINAS,SP,670.45840,81,4.95158,5249,11490.0,120194,275,NÃO,000,600.00000,44.040.62308
4826,14/11/2018,73,42,38,46,44,6.956.57250,2,SÃO PAULO,SP,670.45840,81,4.95158,5249,11490.0,120194,275,NÃO,000,600.00000,44.040.62308
4827,16/11/2018,4,76,64,34,31,6.229.78800,0,&nbsp,&nbsp,000,45,7.98168,3961,13635.0,103578,286,SIM,661.63924,1.300.00000,44.324.18277
4828,17/11/2018,53,2,32,6,78,6.558.33750,0,&nbsp,&nbsp,000,53,7.13430,4524,12568.0,124463,251,SIM,1.358.17232,2.100.00000,44.622.69696
4829,19/11/2018,19,60,39,57,53,7.158.75150,1,ICÓ,CE,2.118.47281,76,5.43072,5722,10846.0,137026,249,NÃO,000,600.00000,44.948.54004
4830,20/11/2018,16,38,43,71,11,3.982.20450,0,&nbsp,&nbsp,000,33,6.95734,2782,12410.0,71727,264,SIM,422.93297,1.000.00000,45.129.79703
4831,21/11/2018,31,56,64,20,62,6.445.10100,0,&nbsp,&nbsp,000,45,8.25754,3397,16449.0,96189,319,SIM,1.107.43968,2.000.00000,45.423.15706
4832,22/11/2018,40,78,45,61,51,6.651.04950,0,&nbsp,&nbsp,000,53,7.23516,3150,18305.0,91240,347,SIM,1.813.81931,2.500.00000,45.725.89120
4833,23/11/2018,17,14,8,15,42,7.301.56200,0,&nbsp,&nbsp,000,120,3.50807,8603,7358.0,173233,200,SIM,2.589.28710,3.500.00000,46.058.23455
4834,24/11/2018,47,21,77,9,80,7.580.33250,0,&nbsp,&nbsp,000,78,5.60308,6120,10738.0,147182,245,SIM,3.394.36191,4.200.00000,46.403.26663
4835,26/11/2018,18,20,58,35,80,8.632.98900,0,&nbsp,&nbsp,000,94,5.29501,6958,10756.0,167580,245,SIM,4.311.23489,5.300.00000,46.796.21220
4836,27/11/2018,47,73,1,34,3,9.637.51500,2,LAURO DE FREITAS,BA,2.667.39715,117,4.74912,7617,10969.0,190499,241,NÃO,000,600.00000,47.234.88054
4836,27/11/2018,47,73,1,34,3,9.637.51500,2,NILÓPOLIS,RJ,2.667.39715,117,4.74912,7617,10969.0,190499,241,NÃO,000,600.00000,47.234.88054
4837,28/11/2018,70,1,62,59,52,5.592.67800,0,&nbsp,&nbsp,000,26,12.40167,2343,20694.0,74018,360,SIM,593.97450,1.300.00000,47.489.44105
4838,29/11/2018,75,63,34,40,1,6.340.83150,1,JANAÚBA,MG,1.267.40719,46,7.94734,3256,16883.0,96089,314,NÃO,000,600.00000,47.778.05508
4839,30/11/2018,33,15,11,6,39,5.871.19650,0,&nbsp,&nbsp,000,101,3.35150,7144,7125.0,140134,199,SIM,623.55476,1.300.00000,48.045.29285
4840,01/12/2018,67,52,15,70,33,6.861.52200,0,&nbsp,&nbsp,000,42,9.41900,3972,14976.0,114486,285,SIM,1.352.28777,2.200.00000,48.357.60701
4841,03/12/2018,53,38,54,55,16,7.478.55300,0,&nbsp,&nbsp,000,84,5.13301,7167,9046.0,139468,255,SIM,2.146.55302,3.000.00000,48.698.00642
4842,04/12/2018,24,54,69,6,55,8.023.52550,0,&nbsp,&nbsp,000,88,5.25674,6446,10791.0,161072,237,SIM,2.998.69748,4.000.00000,49.063.21119
4843,05/12/2018,71,52,72,79,67,9.375.01200,1,SOBRADINHO,BA,3.994.37756,78,6.92964,6168,13177.0,148837,300,NÃO,000,600.00000,49.489.93125
4844,06/12/2018,73,15,7,26,43,5.984.13300,0,&nbsp,&nbsp,000,58,5.94849,4806,10795.0,118791,240,SIM,635.54927,1.300.00000,49.762.30952
4845,07/12/2018,36,59,6,11,15,7.292.43300,1,Curitiba,PR,1.410.04750,131,3.20948,7550,8374.0,158217,219,NÃO,000,600.00000,50.094.23734
4846,08/12/2018,52,15,4,21,41,5.681.71650,0,&nbsp,&nbsp,000,46,7.12124,4110,11985.0,108029,250,SIM,603.43090,1.300.00000,50.352.85060
4847,10/12/2018,24,64,56,29,68,6.646.68150,0,&nbsp,&nbsp,000,65,5.89556,4969,11597.0,117199,270,SIM,1.309.34662,2.000.00000,50.655.38592
4848,11/12/2018,42,56,11,15,44,7.439.79150,0,&nbsp,&nbsp,000,106,4.04659,7156,9013.0,166570,212,SIM,2.099.49518,3.000.00000,50.994.02103
4849,12/12/2018,44,46,33,34,43,8.100.37650,1,SÃO LUIS,MA,2.959.80165,218,2.14231,7046,9967.0,161662,238,NÃO,000,600.00000,51.362.72381
4850,13/12/2018,63,53,44,71,13,5.673.04500,0,&nbsp,&nbsp,000,45,7.26838,4201,11707.0,107446,251,SIM,602.50993,1.200.00000,51.620.94236
4851,14/12/2018,75,71,80,44,8,6.929.41050,0,&nbsp,&nbsp,000,69,5.79003,5667,10601.0,128144,257,SIM,1.338.45310,2.100.00000,51.936.34659
4852,15/12/2018,19,67,51,43,20,7.092.59100,0,&nbsp,&nbsp,000,105,3.89448,5768,10660.0,124189,272,SIM,2.091.72697,3.000.00000,52.259.17826
4853,17/12/2018,6,5,42,39,64,7.619.02350,0,&nbsp,&nbsp,000,84,5.22942,5749,11489.0,149290,243,SIM,2.900.91099,3.700.00000,52.605.97142
4854,18/12/2018,16,2,19,47,18,7.809.45750,0,&nbsp,&nbsp,000,161,2.79659,10130,6683.0,195474,190,SIM,3.730.32020,4.500.00000,52.961.43252
4855,19/12/2018,7,3,68,65,36,8.922.81450,0,&nbsp,&nbsp,000,85,6.05225,7379,10483.0,182823,232,SIM,4.677.97431,5.500.00000,53.367.57002
4856,20/12/2018,4,23,50,73,16,8.990.88450,0,&nbsp,&nbsp,000,98,5.28944,7336,10625.0,171234,250,SIM,5.632.85785,6.500.00000,53.776.80584
4857,21/12/2018,72,41,32,42,66,10.149.53250,0,&nbsp,&nbsp,000,221,2.64781,6169,14264.0,156462,309,SIM,6.710.79645,7.800.00000,54.238.77954
4858,22/12/2018,15,23,5,39,4,10.622.21700,0,&nbsp,&nbsp,000,135,4.53644,13628,6757.0,271679,186,SIM,7.838.93687,8.500.00000,54.722.26831
4859,24/12/2018,56,30,70,15,67,8.977.74000,0,&nbsp,&nbsp,000,60,8.62679,5503,14144.0,140429,304,SIM,8.792.42438,10.000.00000,55.130.90583
4860,26/12/2018,10,8,19,6,63,13.496.38200,1,INDAIATUBA,SP,10.225.81762,305,2.55124,19862,5891.0,338838,189,NÃO,000,600.00000,55.745.21724
4861,27/12/2018,65,21,36,6,38,5.897.96550,0,&nbsp,&nbsp,000,51,6.66754,4273,11966.0,105166,267,SIM,626.39778,1.200.00000,56.013.67344
4862,28/12/2018,61,55,76,18,71,7.109.53050,1,SÃO PAULO,SP,1.381.47072,39,10.51018,3451,17861.0,102641,330,NÃO,000,800.00000,56.337.27614
4863,29/12/2018,23,26,74,45,50,5.719.47150,0,&nbsp,&nbsp,000,56,5.88845,3925,12633.0,99409,274,SIM,607.44069,1.200.00000,56.597.60788
4864,31/12/2018,73,35,12,75,9,5.582.16750,0,&nbsp,&nbsp,000,56,5.74710,4263,11352.0,112149,237,SIM,1.200.29892,1.800.00000,56.851.68999
4865,02/01/2019,19,67,73,35,61,6.778.35450,0,&nbsp,&nbsp,000,42,9.30483,3974,14787.0,114314,282,SIM,1.920.19906,2.700.00000,57.160.21863
4866,03/01/2019,71,63,75,30,4,7.802.25750,0,&nbsp,&nbsp,000,36,12.49543,4195,16125.0,119567,311,SIM,2.748.84358,3.600.00000,57.515.35201
4867,04/01/2019,73,61,6,30,24,9.108.03750,1,CORONEL FABRICIANO,MG,3.716.16944,58,9.05379,5338,14793.0,148624,292,NÃO,000,600.00000,57.929.92025
4868,05/01/2019,50,4,9,72,62,6.084.16800,0,&nbsp,&nbsp,000,35,10.02228,3567,14788.0,108405,267,SIM,646.17356,1.300.00000,58.206.85178
4869,07/01/2019,6,67,73,21,52,7.026.34500,0,&nbsp,&nbsp,000,70,5.78716,4767,12778.0,121322,276,SIM,1.392.41172,2.200.00000,58.526.66815
4870,08/01/2019,7,16,55,49,31,7.714.82850,0,&nbsp,&nbsp,000,69,6.44630,5964,11215.0,150516,244,SIM,2.211.77079,3.000.00000,58.877.82205
4871,09/01/2019,79,60,66,35,72,8.370.73050,0,&nbsp,&nbsp,000,65,7.42478,4707,15418.0,123218,323,SIM,3.100.79041,4.000.00000,59.258.83048
4872,10/01/2019,19,65,36,49,67,8.891.37150,1,BELO HORIZONTE,MG,4.045.10510,73,7.02230,6846,11260.0,170957,248,NÃO,000,600.00000,59.663.53679
4873,11/01/2019,43,18,1,14,4,6.384.92700,0,&nbsp,&nbsp,000,125,2.94496,7927,6983.0,157924,192,SIM,678.11589,1.400.00000,59.954.15790
4874,12/01/2019,61,26,51,74,44,6.824.83050,0,&nbsp,&nbsp,000,36,10.93007,3573,16560.0,102609,317,SIM,1.402.95205,2.200.00000,60.264.80199
4875,14/01/2019,10,37,11,23,67,7.467.93300,0,&nbsp,&nbsp,000,80,5.38200,6762,9574.0,165683,214,SIM,2.196.08940,3.000.00000,60.604.71800
4876,15/01/2019,34,55,4,58,63,7.643.33100,0,&nbsp,&nbsp,000,73,6.03662,6228,10640.0,147467,247,SIM,3.007.85502,3.800.00000,60.952.61757
4877,16/01/2019,71,4,64,10,75,8.655.67950,1,MACEIÓ,AL,3.927.13786,83,6.01252,7054,10638.0,168524,244,NÃO,000,600.00000,61.346.59594
4878,17/01/2019,69,42,78,43,5,5.526.80400,0,&nbsp,&nbsp,000,48,6.63845,3503,13678.0,95996,274,SIM,586.97831,1.200.00000,61.598.15808
4879,18/01/2019,15,72,50,14,47,6.717.02850,0,&nbsp,&nbsp,000,50,7.74534,4265,13654.0,116282,275,SIM,1.300.36527,2.000.00000,61.903.89537
4880,19/01/2019,53,76,39,37,51,6.834.46950,0,&nbsp,&nbsp,000,88,4.47771,4541,13048.0,110414,295,SIM,2.026.22516,2.800.00000,62.214.97819
4881,21/01/2019,20,66,79,10,65,7.357.50600,0,&nbsp,&nbsp,000,67,6.33125,4244,15030.0,125616,279,SIM,2.807.63452,3.700.00000,62.549.86793
4882,22/01/2019,15,48,66,65,54,7.791.06000,0,&nbsp,&nbsp,000,65,6.91061,5040,13402.0,133790,277,SIM,3.635.08981,4.500.00000,62.904.49164
4883,23/01/2019,40,15,36,18,66,8.408.40450,0,&nbsp,&nbsp,000,90,5.38648,6075,11999.0,162477,246,SIM,4.528.11062,5.500.00000,63.287.21487
4884,24/01/2019,29,62,6,26,44,8.867.58600,0,&nbsp,&nbsp,000,112,4.56480,7956,9663.0,172893,244,SIM,5.469.89915,6.500.00000,63.690.83854
4885,25/01/2019,9,4,21,66,63,9.365.14650,0,&nbsp,&nbsp,000,124,4.35438,8328,9749.0,195482,228,SIM,6.464.53146,7.500.00000,64.117.10954
4886,26/01/2019,47,65,61,26,74,10.159.53750,0,&nbsp,&nbsp,000,63,9.29752,6432,13694.0,155473,311,SIM,7.543.53266,8.600.00000,64.579.53865
4887,28/01/2019,46,17,51,41,29,11.207.06250,0,&nbsp,&nbsp,000,103,6.27319,7367,13189.0,190522,280,SIM,8.733.78702,10.000.00000,65.089.64768
4888,29/01/2019,40,77,62,44,58,12.090.97200,0,&nbsp,&nbsp,000,107,6.51495,7954,13179.0,201562,286,SIM,10.017.91766,11.300.00000,65.639.98939
4889,30/01/2019,12,46,64,49,18,12.691.84800,1,JARDINÓPOLIS,SP,11.365.86477,174,4.20542,11377,9671.0,256684,235,NÃO,000,600.00000,66.217.68102
4890,31/01/2019,76,63,41,44,65,5.488.54950,0,&nbsp,&nbsp,000,44,7.19182,3258,14605.0,84757,308,SIM,582.91546,1.200.00000,66.467.50193
4891,01/02/2019,42,64,73,40,66,7.030.19400,0,&nbsp,&nbsp,000,106,3.82380,5570,10942.0,111392,300,SIM,1.329.56241,1.500.00000,66.787.49349
4892,02/02/2019,61,65,45,12,57,6.872.21700,0,&nbsp,&nbsp,000,52,7.61951,4662,12780.0,120216,272,SIM,2.059.43129,2.800.00000,67.100.29446
4893,04/02/2019,31,59,8,20,47,8.039.19300,0,&nbsp,&nbsp,000,51,9.08816,5275,13213.0,137147,279,SIM,2.913.23973,3.800.00000,67.466.21238
4894,05/02/2019,21,61,41,48,49,8.749.68900,0,&nbsp,&nbsp,000,60,8.40766,4707,16116.0,128623,324,SIM,3.842.50692,4.700.00000,67.864.46976
4895,06/02/2019,78,59,29,56,30,10.187.06850,0,&nbsp,&nbsp,000,78,7.52988,6350,13908.0,161721,300,SIM,4.924.43206,6.000.00000,68.328.15198
4896,07/02/2019,6,25,19,42,31,11.353.81950,0,&nbsp,&nbsp,000,184,3.55761,11005,8944.0,245949,220,SIM,6.130.27286,7.300.00000,68.844.94091
4897,08/02/2019,52,24,55,54,50,12.469.17750,0,&nbsp,&nbsp,000,136,5.28607,10006,10804.0,223543,265,SIM,7.454.57109,8.800.00000,69.412.49731
4898,09/02/2019,11,79,80,51,12,12.345.62700,1,BARRETOS,SP,8.765.74753,168,4.23680,9433,11346.0,235905,249,NÃO,000,600.00000,69.974.43010
4899,11/02/2019,12,42,36,48,7,6.148.42200,0,&nbsp,&nbsp,000,111,3.19355,6204,8592.0,130998,223,SIM,652.99770,1.350.00000,70.254.28627
4900,12/02/2019,46,19,40,4,69,7.249.66050,0,&nbsp,&nbsp,000,78,5.35867,5947,10568.0,147057,235,SIM,1.422.95325,2.300.00000,70.584.26723
4901,13/02/2019,76,35,78,53,3,8.094.24150,0,&nbsp,&nbsp,000,77,6.06065,6593,10644.0,147878,261,SIM,2.282.60815,3.000.00000,70.952.69078
4902,14/02/2019,78,7,67,44,72,8.518.54800,0,&nbsp,&nbsp,000,66,7.44141,5974,12362.0,152339,266,SIM,3.187.32684,4.200.00000,71.340.42737
4903,15/02/2019,54,51,4,47,52,9.604.80600,0,&nbsp,&nbsp,000,108,5.12741,8148,10219.0,183020,250,SIM,4.207.41237,5.300.00000,71.777.60690
4904,16/02/2019,77,58,7,57,45,9.560.97900,0,&nbsp,&nbsp,000,88,6.26402,8086,10251.0,189282,240,SIM,5.222.84321,6.300.00000,72.212.79156
4905,18/02/2019,40,80,27,58,23,10.449.77550,0,&nbsp,&nbsp,000,102,5.90664,6718,13485.0,182708,272,SIM,6.332.66935,7.500.00000,72.688.43135
4906,20/02/2019,61,72,67,21,77,11.083.62300,0,&nbsp,&nbsp,000,90,7.10024,6540,14693.0,171269,308,SIM,7.509.81373,8.000.00000,73.192.92181
4907,20/02/2019,16,43,18,68,31,9.632.21700,0,&nbsp,&nbsp,000,86,6.45746,6874,12148.0,173890,264,SIM,8.532.81046,9.500.00000,73.631.34899
4908,21/02/2019,15,44,28,3,12,12.322.25400,1,OSASCO,SP,9.841.50457,238,2.98501,14589,7322.0,298983,196,NÃO,000,600.00000,74.192.21790
4909,22/02/2019,49,6,36,43,65,6.053.03250,0,&nbsp,&nbsp,000,96,3.63526,5356,9798.0,112439,256,SIM,642.86679,1.300.00000,74.467.73225
4910,23/02/2019,70,16,42,71,38,6.629.27400,1,GOIÂNIA,GO,1.346.93373,35,10.92022,3632,15824.0,96464,327,NÃO,000,600.00000,74.769.47525
4911,25/02/2019,28,32,50,72,20,5.717.44500,0,&nbsp,&nbsp,000,33,9.98899,2846,17417.0,85791,317,SIM,607.22547,1.200.00000,75.029.71474
4912,26/02/2019,32,58,54,39,28,6.328.70550,0,&nbsp,&nbsp,000,76,4.80104,4705,11661.0,110606,272,SIM,1.279.37031,2.000.00000,75.317.77683
